level(2),DependencyConflict,0x_contract_wrappers,2.0.0,eth_typing,3.6.5,eth_typing[Unknown]<--web3[web3#5.31.4]<--0x_contract_wrappers[0x_contract_wrappers#2.0.0]<--#eth_typing[eth_typing#3.2.0]<--0x_order_utils[0x_order_utils#4.0.1]<--0x_contract_wrappers[0x_contract_wrappers#2.0.0]<--
level(2),DependencyConflict,adafruit_circuitpython_ssd1306,2.12.14,adafruit_blinka,3.6.5,adafruit_blinka[Unknown]<--adafruit_circuitpython_busdevice[adafruit_circuitpython_busdevice#5.2.6]<--adafruit_circuitpython_ssd1306[adafruit_circuitpython_ssd1306#2.12.14]<--#adafruit_blinka[adafruit_blinka#6.15.0]<--adafruit_circuitpython_ssd1306[adafruit_circuitpython_ssd1306#2.12.14]<--
level(2),DependencyConflict,adafruit_circuitpython_ssd1306,2.12.14,adafruit_blinka,3.5.2,adafruit_blinka[Unknown]<--adafruit_circuitpython_busdevice[adafruit_circuitpython_busdevice#5.2.6]<--adafruit_circuitpython_ssd1306[adafruit_circuitpython_ssd1306#2.12.14]<--#adafruit_blinka[adafruit_blinka#5.13.1]<--adafruit_circuitpython_ssd1306[adafruit_circuitpython_ssd1306#2.12.14]<--
level(2),DependencyConflict,adafruit_circuitpython_ssd1306,2.12.14,adafruit_blinka,3.4.4,adafruit_blinka[Unknown]<--adafruit_circuitpython_busdevice[adafruit_circuitpython_busdevice#5.2.6]<--adafruit_circuitpython_ssd1306[adafruit_circuitpython_ssd1306#2.12.14]<--#adafruit_blinka[adafruit_blinka#4.5.0]<--adafruit_circuitpython_ssd1306[adafruit_circuitpython_ssd1306#2.12.14]<--
level(1),CanNotFind,adafruit_circuitpython_ssd1306,2.12.14,adafruit_blinka,3.3.5,adafruit_blinka[Unknown]<--adafruit_circuitpython_ssd1306[adafruit_circuitpython_ssd1306#2.12.14]<--
level(1),CanNotFind,adafruit_circuitpython_ssd1306,2.12.14,adafruit_blinka,2.7.2,adafruit_blinka[Unknown]<--adafruit_circuitpython_ssd1306[adafruit_circuitpython_ssd1306#2.12.14]<--
level(2),DependencyConflict,adafruit_circuitpython_typing,1.9.4,adafruit_blinka,3.6.5,adafruit_blinka[Unknown]<--adafruit_circuitpython_busdevice[adafruit_circuitpython_busdevice#5.2.6]<--adafruit_circuitpython_typing[adafruit_circuitpython_typing#1.9.4]<--#adafruit_blinka[adafruit_blinka#6.15.0]<--adafruit_circuitpython_typing[adafruit_circuitpython_typing#1.9.4]<--
level(1),CanNotFind,adafruit_circuitpython_typing,1.9.4,typing_extensions,3.5.2,typing_extensions[Unknown]<--adafruit_circuitpython_typing[adafruit_circuitpython_typing#1.9.4]<--
level(1),CanNotFind,adafruit_circuitpython_typing,1.9.4,typing_extensions,3.4.4,typing_extensions[Unknown]<--adafruit_circuitpython_typing[adafruit_circuitpython_typing#1.9.4]<--
level(1),CanNotFind,adafruit_circuitpython_typing,1.9.4,adafruit_blinka,3.3.5,adafruit_blinka[Unknown]<--adafruit_circuitpython_typing[adafruit_circuitpython_typing#1.9.4]<--
level(1),CanNotFind,adafruit_circuitpython_typing,1.9.4,adafruit_blinka,2.7.2,adafruit_blinka[Unknown]<--adafruit_circuitpython_typing[adafruit_circuitpython_typing#1.9.4]<--
level(1),CanNotFind,adversarial_robustness_toolbox,1.15.0,numpy,3.4.4,numpy[Unknown]<--adversarial_robustness_toolbox[adversarial_robustness_toolbox#1.15.0]<--
level(1),CanNotFind,adversarial_robustness_toolbox,1.15.0,numpy,3.3.5,numpy[Unknown]<--adversarial_robustness_toolbox[adversarial_robustness_toolbox#1.15.0]<--
level(1),CanNotFind,adversarial_robustness_toolbox,1.15.0,numpy,2.7.2,numpy[Unknown]<--adversarial_robustness_toolbox[adversarial_robustness_toolbox#1.15.0]<--
level(2),DependencyConflict,ai2thor,5.0.0,urllib3,3.10.4,urllib3[Unknown]<--botocore[botocore#1.31.3]<--ai2thor[ai2thor#5.0.0]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--ai2thor[ai2thor#5.0.0]<--
level(2),DependencyConflict,ai2thor,5.0.0,urllib3,3.9.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--ai2thor[ai2thor#5.0.0]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--ai2thor[ai2thor#5.0.0]<--
level(2),DependencyConflict,ai2thor,5.0.0,urllib3,3.8.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--ai2thor[ai2thor#5.0.0]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--ai2thor[ai2thor#5.0.0]<--
level(2),DependencyConflict,ai2thor,5.0.0,urllib3,3.7.2,urllib3[Unknown]<--botocore[botocore#1.31.3]<--ai2thor[ai2thor#5.0.0]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--ai2thor[ai2thor#5.0.0]<--
level(2),DependencyConflict,ai2thor,5.0.0,numpy,3.6.5,numpy[Unknown]<--opencv_python[opencv_python#4.8.0.74]<--ai2thor[ai2thor#5.0.0]<--#numpy[numpy#1.19.5]<--ai2thor[ai2thor#5.0.0]<--
level(1),CanNotFind,ai2thor,5.0.0,werkzeug,3.3.5,werkzeug[Unknown]<--ai2thor[ai2thor#5.0.0]<--
level(2),DependencyConflict,aiida_quantumespresso,4.3.0,jsonschema,3.10.4,jsonschema[Unknown]<--aiida_core[aiida_core#2.4.0]<--aiida_quantumespresso[aiida_quantumespresso#4.3.0]<--#jsonschema[jsonschema#4.18.3]<--aiida_quantumespresso[aiida_quantumespresso#4.3.0]<--
level(2),DependencyConflict,aiida_quantumespresso,4.3.0,jsonschema,3.9.2,jsonschema[Unknown]<--aiida_core[aiida_core#2.4.0]<--aiida_quantumespresso[aiida_quantumespresso#4.3.0]<--#jsonschema[jsonschema#4.18.3]<--aiida_quantumespresso[aiida_quantumespresso#4.3.0]<--
level(2),DependencyConflict,aiida_quantumespresso,4.3.0,jsonschema,3.8.2,jsonschema[Unknown]<--aiida_core[aiida_core#2.3.1]<--aiida_quantumespresso[aiida_quantumespresso#4.3.0]<--#jsonschema[jsonschema#4.18.3]<--aiida_quantumespresso[aiida_quantumespresso#4.3.0]<--
level(3),DependencyConflict,aiogoogle,5.4.0,multidict,3.3.5,multidict[Unknown]<--yarl[yarl#1.2.0]<--aiohttp[aiohttp#2.3.1]<--aiogoogle[aiogoogle#5.4.0]<--#multidict[multidict#3.3.1]<--aiohttp[aiohttp#2.3.1]<--aiogoogle[aiogoogle#5.4.0]<--
level(3),DependencyConflict,aiogoogle,5.4.0,multidict,2.7.2,multidict[Unknown]<--yarl[yarl#1.2.0]<--aiohttp[aiohttp#2.3.1]<--aiogoogle[aiogoogle#5.4.0]<--#multidict[multidict#3.3.1]<--aiohttp[aiohttp#2.3.1]<--aiogoogle[aiogoogle#5.4.0]<--
level(1),CanNotFind,aiohttp_devtools,0.13.1,aiohttp,3.5.2,aiohttp[Unknown]<--aiohttp_devtools[aiohttp_devtools#0.13.1]<--
level(1),CanNotFind,aiohttp_socks,0.8.0,aiohttp,3.3.5,aiohttp[Unknown]<--aiohttp_socks[aiohttp_socks#0.8.0]<--
level(1),CanNotFind,aiohttp_socks,0.8.0,aiohttp,2.7.2,aiohttp[Unknown]<--aiohttp_socks[aiohttp_socks#0.8.0]<--
level(1),CanNotFind,aiohttp_swagger,1.0.16,jinja2,3.4.4,jinja2[Unknown]<--aiohttp_swagger[aiohttp_swagger#1.0.16]<--
level(1),CanNotFind,aiohttp_swagger,1.0.16,jinja2,3.3.5,jinja2[Unknown]<--aiohttp_swagger[aiohttp_swagger#1.0.16]<--
level(1),CanNotFind,aiohttp_swagger,1.0.16,aiohttp,2.7.2,aiohttp[Unknown]<--aiohttp_swagger[aiohttp_swagger#1.0.16]<--
level(3),DependencyConflict,aiohttp_cors,0.7.0,multidict,3.3.5,multidict[Unknown]<--yarl[yarl#1.2.0]<--aiohttp[aiohttp#2.3.1]<--aiohttp_cors[aiohttp_cors#0.7.0]<--#multidict[multidict#3.3.1]<--aiohttp[aiohttp#2.3.1]<--aiohttp_cors[aiohttp_cors#0.7.0]<--
level(3),DependencyConflict,aiohttp_cors,0.7.0,multidict,2.7.2,multidict[Unknown]<--yarl[yarl#1.2.0]<--aiohttp[aiohttp#2.3.1]<--aiohttp_cors[aiohttp_cors#0.7.0]<--#multidict[multidict#3.3.1]<--aiohttp[aiohttp#2.3.1]<--aiohttp_cors[aiohttp_cors#0.7.0]<--
level(1),CanNotFind,aiohttp_security,0.4.0,aiohttp,3.5.2,aiohttp[Unknown]<--aiohttp_security[aiohttp_security#0.4.0]<--
level(1),CanNotFind,aiohttp_security,0.4.0,aiohttp,3.4.4,aiohttp[Unknown]<--aiohttp_security[aiohttp_security#0.4.0]<--
level(1),CanNotFind,aiohttp_security,0.4.0,aiohttp,3.3.5,aiohttp[Unknown]<--aiohttp_security[aiohttp_security#0.4.0]<--
level(1),CanNotFind,aiohttp_security,0.4.0,aiohttp,2.7.2,aiohttp[Unknown]<--aiohttp_security[aiohttp_security#0.4.0]<--
level(3),DependencyConflict,aioresponses,0.7.4,multidict,3.3.5,multidict[Unknown]<--yarl[yarl#1.2.0]<--aiohttp[aiohttp#2.3.1]<--aioresponses[aioresponses#0.7.4]<--#multidict[multidict#3.3.1]<--aiohttp[aiohttp#2.3.1]<--aioresponses[aioresponses#0.7.4]<--
level(3),DependencyConflict,aioresponses,0.7.4,multidict,2.7.2,multidict[Unknown]<--yarl[yarl#1.2.0]<--aiohttp[aiohttp#2.3.1]<--aioresponses[aioresponses#0.7.4]<--#multidict[multidict#3.3.1]<--aiohttp[aiohttp#2.3.1]<--aioresponses[aioresponses#0.7.4]<--
level(1),CanNotFind,aiostream,0.4.5,async_exit_stack,3.4.4,async_exit_stack[Unknown]<--aiostream[aiostream#0.4.5]<--
level(1),CanNotFind,aiostream,0.4.5,async_exit_stack,3.3.5,async_exit_stack[Unknown]<--aiostream[aiostream#0.4.5]<--
level(1),CanNotFind,aiostream,0.4.5,async_exit_stack,2.7.2,async_exit_stack[Unknown]<--aiostream[aiostream#0.4.5]<--
level(1),CanNotFind,aiotg,2.0.0,aiohttp,3.5.2,aiohttp[Unknown]<--aiotg[aiotg#2.0.0]<--
level(1),CanNotFind,aiotg,2.0.0,aiohttp,3.4.4,aiohttp[Unknown]<--aiotg[aiotg#2.0.0]<--
level(1),CanNotFind,aiotg,2.0.0,aiohttp,3.3.5,aiohttp[Unknown]<--aiotg[aiotg#2.0.0]<--
level(1),CanNotFind,aiotg,2.0.0,aiohttp,2.7.2,aiohttp[Unknown]<--aiotg[aiotg#2.0.0]<--
level(1),CanNotFind,aistore,1.4.0,msgspec,3.7.2,msgspec[Unknown]<--aistore[aistore#1.4.0]<--
level(1),CanNotFind,algoliasearch_django,3.0.0,algoliasearch,3.3.5,algoliasearch[Unknown]<--algoliasearch_django[algoliasearch_django#3.0.0]<--
level(1),CanNotFind,algoliasearch_django,3.0.0,algoliasearch,2.7.2,algoliasearch[Unknown]<--algoliasearch_django[algoliasearch_django#3.0.0]<--
level(2),DependencyConflict,allennlp,2.10.1,huggingface_hub,3.10.4,huggingface_hub[Unknown]<--cached_path[cached_path#1.1.6]<--allennlp[allennlp#2.10.1]<--#huggingface_hub[huggingface_hub#0.16.4]<--allennlp[allennlp#2.10.1]<--
level(2),DependencyConflict,allennlp,2.10.1,huggingface_hub,3.9.2,huggingface_hub[Unknown]<--cached_path[cached_path#1.1.6]<--allennlp[allennlp#2.10.1]<--#huggingface_hub[huggingface_hub#0.16.4]<--allennlp[allennlp#2.10.1]<--
level(2),DependencyConflict,allennlp,2.10.1,huggingface_hub,3.8.2,huggingface_hub[Unknown]<--cached_path[cached_path#1.1.6]<--allennlp[allennlp#2.10.1]<--#huggingface_hub[huggingface_hub#0.16.4]<--allennlp[allennlp#2.10.1]<--
level(2),DependencyConflict,allennlp,2.10.1,huggingface_hub,3.7.2,huggingface_hub[Unknown]<--cached_path[cached_path#1.1.6]<--allennlp[allennlp#2.10.1]<--#huggingface_hub[huggingface_hub#0.16.4]<--allennlp[allennlp#2.10.1]<--
level(3),DependencyConflict,allennlp_models,2.10.1,huggingface_hub,3.10.4,huggingface_hub[Unknown]<--cached_path[cached_path#1.1.6]<--allennlp[allennlp#2.10.1]<--allennlp_models[allennlp_models#2.10.1]<--#huggingface_hub[huggingface_hub#0.16.4]<--datasets[datasets#2.13.1]<--allennlp_models[allennlp_models#2.10.1]<--
level(3),DependencyConflict,allennlp_models,2.10.1,huggingface_hub,3.9.2,huggingface_hub[Unknown]<--cached_path[cached_path#1.1.6]<--allennlp[allennlp#2.10.1]<--allennlp_models[allennlp_models#2.10.1]<--#huggingface_hub[huggingface_hub#0.16.4]<--datasets[datasets#2.13.1]<--allennlp_models[allennlp_models#2.10.1]<--
level(3),DependencyConflict,allennlp_models,2.10.1,huggingface_hub,3.8.2,huggingface_hub[Unknown]<--cached_path[cached_path#1.1.6]<--allennlp[allennlp#2.10.1]<--allennlp_models[allennlp_models#2.10.1]<--#huggingface_hub[huggingface_hub#0.16.4]<--datasets[datasets#2.13.1]<--allennlp_models[allennlp_models#2.10.1]<--
level(3),DependencyConflict,allennlp_models,2.10.1,huggingface_hub,3.7.2,huggingface_hub[Unknown]<--cached_path[cached_path#1.1.6]<--allennlp[allennlp#2.10.1]<--allennlp_models[allennlp_models#2.10.1]<--#huggingface_hub[huggingface_hub#0.16.4]<--datasets[datasets#2.13.1]<--allennlp_models[allennlp_models#2.10.1]<--
level(2),DependencyConflict,allensdk,2.15.1,numpy,3.10.4,numpy[Unknown]<--hdmf[hdmf#3.4.7]<--allensdk[allensdk#2.15.1]<--#numpy[numpy#1.25.1]<--allensdk[allensdk#2.15.1]<--
level(2),DependencyConflict,allensdk,2.15.1,numpy,3.9.2,numpy[Unknown]<--hdmf[hdmf#3.4.7]<--allensdk[allensdk#2.15.1]<--#numpy[numpy#1.25.1]<--allensdk[allensdk#2.15.1]<--
level(2),DependencyConflict,allensdk,2.15.1,numpy,3.8.2,numpy[Unknown]<--hdmf[hdmf#3.4.7]<--allensdk[allensdk#2.15.1]<--#numpy[numpy#1.24.4]<--allensdk[allensdk#2.15.1]<--
level(2),DependencyConflict,allensdk,2.15.1,hdmf,3.7.2,hdmf[Unknown]<--pynwb[pynwb#2.3.3]<--allensdk[allensdk#2.15.1]<--#hdmf[hdmf#3.4.7]<--allensdk[allensdk#2.15.1]<--
level(2),DependencyConflict,allensdk,2.15.1,hdmf,3.6.5,hdmf[Unknown]<--pynwb[pynwb#2.1.0]<--allensdk[allensdk#2.15.1]<--#hdmf[hdmf#3.0.1]<--allensdk[allensdk#2.15.1]<--
level(1),CanNotFind,allensdk,2.15.1,pandas,3.5.2,pandas[Unknown]<--allensdk[allensdk#2.15.1]<--
level(1),CanNotFind,allensdk,2.15.1,pandas,3.4.4,pandas[Unknown]<--allensdk[allensdk#2.15.1]<--
level(1),CanNotFind,allensdk,2.15.1,pandas,3.3.5,pandas[Unknown]<--allensdk[allensdk#2.15.1]<--
level(1),CanNotFind,allensdk,2.15.1,pandas,2.7.2,pandas[Unknown]<--allensdk[allensdk#2.15.1]<--
level(1),CanNotFind,allure_behave,2.13.2,allure_python_commons,3.5.2,allure_python_commons[Unknown]<--allure_behave[allure_behave#2.13.2]<--
level(1),CanNotFind,allure_behave,2.13.2,allure_python_commons,3.4.4,allure_python_commons[Unknown]<--allure_behave[allure_behave#2.13.2]<--
level(1),CanNotFind,allure_behave,2.13.2,allure_python_commons,3.3.5,allure_python_commons[Unknown]<--allure_behave[allure_behave#2.13.2]<--
level(1),CanNotFind,allure_behave,2.13.2,allure_python_commons,2.7.2,allure_python_commons[Unknown]<--allure_behave[allure_behave#2.13.2]<--
level(1),CanNotFind,allure_nose2,2.13.2,allure_python_commons,3.5.2,allure_python_commons[Unknown]<--allure_nose2[allure_nose2#2.13.2]<--
level(1),CanNotFind,allure_nose2,2.13.2,allure_python_commons,3.4.4,allure_python_commons[Unknown]<--allure_nose2[allure_nose2#2.13.2]<--
level(1),CanNotFind,allure_nose2,2.13.2,allure_python_commons,3.3.5,allure_python_commons[Unknown]<--allure_nose2[allure_nose2#2.13.2]<--
level(1),CanNotFind,allure_nose2,2.13.2,allure_python_commons,2.7.2,allure_python_commons[Unknown]<--allure_nose2[allure_nose2#2.13.2]<--
level(1),CanNotFind,allure_pytest,2.13.2,allure_python_commons,3.5.2,allure_python_commons[Unknown]<--allure_pytest[allure_pytest#2.13.2]<--
level(1),CanNotFind,allure_pytest,2.13.2,allure_python_commons,3.4.4,allure_python_commons[Unknown]<--allure_pytest[allure_pytest#2.13.2]<--
level(1),CanNotFind,allure_pytest,2.13.2,pytest,3.3.5,pytest[Unknown]<--allure_pytest[allure_pytest#2.13.2]<--
level(1),CanNotFind,allure_pytest,2.13.2,allure_python_commons,2.7.2,allure_python_commons[Unknown]<--allure_pytest[allure_pytest#2.13.2]<--
level(2),DependencyConflict,alpaca_trade_api,3.0.2,charset_normalizer,3.10.4,charset_normalizer[Unknown]<--aiohttp[aiohttp#3.8.2]<--alpaca_trade_api[alpaca_trade_api#3.0.2]<--#charset_normalizer[charset_normalizer#3.2.0]<--requests[requests#2.31.0]<--alpaca_trade_api[alpaca_trade_api#3.0.2]<--
level(2),DependencyConflict,alpaca_trade_api,3.0.2,charset_normalizer,3.9.2,charset_normalizer[Unknown]<--aiohttp[aiohttp#3.8.2]<--alpaca_trade_api[alpaca_trade_api#3.0.2]<--#charset_normalizer[charset_normalizer#3.2.0]<--requests[requests#2.31.0]<--alpaca_trade_api[alpaca_trade_api#3.0.2]<--
level(2),DependencyConflict,alpaca_trade_api,3.0.2,charset_normalizer,3.8.2,charset_normalizer[Unknown]<--aiohttp[aiohttp#3.8.2]<--alpaca_trade_api[alpaca_trade_api#3.0.2]<--#charset_normalizer[charset_normalizer#3.2.0]<--requests[requests#2.31.0]<--alpaca_trade_api[alpaca_trade_api#3.0.2]<--
level(2),DependencyConflict,alpaca_trade_api,3.0.2,charset_normalizer,3.7.2,charset_normalizer[Unknown]<--aiohttp[aiohttp#3.8.2]<--alpaca_trade_api[alpaca_trade_api#3.0.2]<--#charset_normalizer[charset_normalizer#3.2.0]<--requests[requests#2.31.0]<--alpaca_trade_api[alpaca_trade_api#3.0.2]<--
level(1),CanNotFind,alpaca_trade_api,3.0.2,websockets,3.5.2,websockets[Unknown]<--alpaca_trade_api[alpaca_trade_api#3.0.2]<--
level(1),CanNotFind,alpaca_trade_api,3.0.2,websockets,3.4.4,websockets[Unknown]<--alpaca_trade_api[alpaca_trade_api#3.0.2]<--
level(1),CanNotFind,alpaca_trade_api,3.0.2,urllib3,3.3.5,urllib3[Unknown]<--alpaca_trade_api[alpaca_trade_api#3.0.2]<--
level(1),CanNotFind,alpaca_trade_api,3.0.2,websockets,2.7.2,websockets[Unknown]<--alpaca_trade_api[alpaca_trade_api#3.0.2]<--
level(2),DependencyConflict,alpha_vantage,2.3.1,charset_normalizer,3.6.5,charset_normalizer[Unknown]<--requests[requests#2.27.1]<--alpha_vantage[alpha_vantage#2.3.1]<--#charset_normalizer[charset_normalizer#3.0.1]<--aiohttp[aiohttp#3.8.4]<--alpha_vantage[alpha_vantage#2.3.1]<--
level(3),DependencyConflict,alpha_vantage,2.3.1,multidict,3.3.5,multidict[Unknown]<--yarl[yarl#1.2.0]<--aiohttp[aiohttp#2.3.1]<--alpha_vantage[alpha_vantage#2.3.1]<--#multidict[multidict#3.3.1]<--aiohttp[aiohttp#2.3.1]<--alpha_vantage[alpha_vantage#2.3.1]<--
level(3),DependencyConflict,alpha_vantage,2.3.1,multidict,2.7.2,multidict[Unknown]<--yarl[yarl#1.2.0]<--aiohttp[aiohttp#2.3.1]<--alpha_vantage[alpha_vantage#2.3.1]<--#multidict[multidict#3.3.1]<--aiohttp[aiohttp#2.3.1]<--alpha_vantage[alpha_vantage#2.3.1]<--
level(2),DependencyConflict,amcrest,1.9.7,charset_normalizer,3.6.5,charset_normalizer[Unknown]<--requests[requests#2.27.1]<--amcrest[amcrest#1.9.7]<--#charset_normalizer[charset_normalizer#3.0.1]<--httpx[httpx#0.22.0]<--amcrest[amcrest#1.9.7]<--
level(2),DependencyConflict,amcrest,1.9.7,urllib3,3.4.4,urllib3[Unknown]<--requests[requests#2.21.0]<--amcrest[amcrest#1.9.7]<--#urllib3[urllib3#1.25.7]<--amcrest[amcrest#1.9.7]<--
level(2),DependencyConflict,anago,1.0.8,numpy,3.10.4,numpy[Unknown]<--tensorflow[tensorflow#2.13.0]<--anago[anago#1.0.8]<--#numpy[numpy#1.25.1]<--anago[anago#1.0.8]<--
level(2),DependencyConflict,anago,1.0.8,numpy,3.9.2,numpy[Unknown]<--tensorflow[tensorflow#2.13.0]<--anago[anago#1.0.8]<--#numpy[numpy#1.25.1]<--anago[anago#1.0.8]<--
level(2),DependencyConflict,anago,1.0.8,numpy,3.8.2,numpy[Unknown]<--tensorflow[tensorflow#2.13.0]<--anago[anago#1.0.8]<--#numpy[numpy#1.24.4]<--anago[anago#1.0.8]<--
level(4),DependencyConflict,anago,1.0.8,urllib3,3.7.2,urllib3[Unknown]<--google_auth[google_auth#2.22.0]<--tensorboard[tensorboard#2.11.2]<--tensorflow[tensorflow#2.11.1]<--anago[anago#1.0.8]<--#urllib3[urllib3#2.0.3]<--requests[requests#2.31.0]<--anago[anago#1.0.8]<--
level(2),DependencyConflict,anago,1.0.8,numpy,3.6.5,numpy[Unknown]<--tensorflow[tensorflow#2.8.4]<--anago[anago#1.0.8]<--#numpy[numpy#1.19.5]<--anago[anago#1.0.8]<--
level(2),DependencyConflict,anago,1.0.8,numpy,3.5.2,numpy[Unknown]<--tensorflow[tensorflow#2.8.4]<--anago[anago#1.0.8]<--#numpy[numpy#1.18.5]<--anago[anago#1.0.8]<--
level(2),DependencyConflict,anago,1.0.8,numpy,3.4.4,numpy[Unknown]<--tensorflow[tensorflow#2.8.4]<--anago[anago#1.0.8]<--#numpy[numpy#1.16.6]<--anago[anago#1.0.8]<--
level(1),CanNotFind,anago,1.0.8,numpy,3.3.5,numpy[Unknown]<--anago[anago#1.0.8]<--
level(2),DependencyConflict,anago,1.0.8,numpy,2.7.2,numpy[Unknown]<--tensorflow[tensorflow#2.8.4]<--anago[anago#1.0.8]<--#numpy[numpy#1.16.6]<--anago[anago#1.0.8]<--
level(1),CanNotFind,analytics_python,1.4.0,backoff,3.4.4,backoff[Unknown]<--analytics_python[analytics_python#1.4.0]<--
level(1),CanNotFind,analytics_python,1.4.0,backoff,3.3.5,backoff[Unknown]<--analytics_python[analytics_python#1.4.0]<--
level(2),DependencyConflict,androguard,3.3.5,pygments,3.10.4,pygments[Unknown]<--ipython[ipython#5.10.0]<--androguard[androguard#3.3.5]<--#pygments[pygments#2.15.1]<--androguard[androguard#3.3.5]<--
level(2),DependencyConflict,androguard,3.3.5,pygments,3.9.2,pygments[Unknown]<--ipython[ipython#5.10.0]<--androguard[androguard#3.3.5]<--#pygments[pygments#2.15.1]<--androguard[androguard#3.3.5]<--
level(2),DependencyConflict,androguard,3.3.5,pygments,3.8.2,pygments[Unknown]<--ipython[ipython#5.10.0]<--androguard[androguard#3.3.5]<--#pygments[pygments#2.15.1]<--androguard[androguard#3.3.5]<--
level(2),DependencyConflict,androguard,3.3.5,pygments,3.7.2,pygments[Unknown]<--ipython[ipython#5.10.0]<--androguard[androguard#3.3.5]<--#pygments[pygments#2.15.1]<--androguard[androguard#3.3.5]<--
level(2),DependencyConflict,androguard,3.3.5,pygments,3.6.5,pygments[Unknown]<--ipython[ipython#5.10.0]<--androguard[androguard#3.3.5]<--#pygments[pygments#2.14.0]<--androguard[androguard#3.3.5]<--
level(2),DependencyConflict,androguard,3.3.5,pygments,3.5.2,pygments[Unknown]<--ipython[ipython#5.10.0]<--androguard[androguard#3.3.5]<--#pygments[pygments#2.11.2]<--androguard[androguard#3.3.5]<--
level(1),CanNotFind,androguard,3.3.5,pydot,3.3.5,pydot[Unknown]<--androguard[androguard#3.3.5]<--
level(1),CanNotFind,anticaptchaofficial,1.0.53,requests,3.4.4,requests[Unknown]<--anticaptchaofficial[anticaptchaofficial#1.0.53]<--
level(1),CanNotFind,anticaptchaofficial,1.0.53,requests,3.3.5,requests[Unknown]<--anticaptchaofficial[anticaptchaofficial#1.0.53]<--
level(2),DependencyConflict,apache_airflow,2.6.3,werkzeug,3.10.4,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--
level(2),DependencyConflict,apache_airflow,2.6.3,werkzeug,3.9.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--
level(2),DependencyConflict,apache_airflow,2.6.3,werkzeug,3.8.2,werkzeug[Unknown]<--connexion[connexion#2.14.2]<--apache_airflow[apache_airflow#2.6.3]<--#werkzeug[werkzeug#2.3.6]<--apache_airflow[apache_airflow#2.6.3]<--
level(3),DependencyConflict,apache_airflow_backport_providers_amazon,2021.3.3,idna,3.10.4,idna[Unknown]<--requests[requests#2.23.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_amazon[apache_airflow_backport_providers_amazon#2021.3.3]<--#idna[idna#3.4]<--email_validator[email_validator#2.0.0]<--apache_airflow[apache_airflow#1.10.15]<--apache_airflow_backport_providers_amazon[apache_airflow_backport_providers_amazon#2021.3.3]<--
